,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit
5637,Attrited Customer,33,F,2,Uneducated,Unknown,$40K - $60K,Blue,22,2,2,1843
5638,Existing Customer,44,F,4,College,Single,Less than $40K,Blue,31,3,2,3228
5639,Existing Customer,43,F,4,Graduate,Single,$40K - $60K,Blue,35,2,2,2303
5640,Existing Customer,42,M,2,Unknown,Single,$80K - $120K,Blue,30,2,1,29195
5641,Attrited Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,36,2,4,2990
5642,Existing Customer,55,F,3,High School,Single,$40K - $60K,Blue,42,3,2,2873
5643,Existing Customer,50,M,0,Post-Graduate,Married,$80K - $120K,Blue,36,1,3,28253
5644,Existing Customer,53,F,3,Graduate,Married,Unknown,Blue,45,1,3,1882
5645,Existing Customer,33,M,2,High School,Married,$80K - $120K,Blue,23,2,2,1630
5646,Existing Customer,51,M,2,Unknown,Single,$80K - $120K,Blue,36,1,2,4546
5647,Existing Customer,58,F,2,High School,Single,Unknown,Blue,46,2,2,2395
5648,Attrited Customer,45,M,3,High School,Unknown,$80K - $120K,Blue,36,3,2,3845
5649,Existing Customer,56,F,3,Graduate,Single,Less than $40K,Blue,36,2,2,2836
5650,Attrited Customer,44,F,2,High School,Single,Less than $40K,Blue,31,3,3,1506
5651,Existing Customer,48,F,5,Graduate,Single,Less than $40K,Blue,38,3,2,1605
5652,Attrited Customer,53,M,1,High School,Single,$80K - $120K,Blue,36,2,2,11778
5653,Existing Customer,55,F,1,High School,Married,Less than $40K,Blue,36,1,1,2747
5654,Existing Customer,49,M,3,College,Married,$60K - $80K,Blue,39,3,3,2501
5655,Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,52,3,2,2563
5656,Attrited Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,36,2,4,1659
5657,Existing Customer,56,F,2,Uneducated,Married,Unknown,Blue,43,3,2,3068
5658,Existing Customer,60,F,0,College,Divorced,Less than $40K,Blue,50,3,2,3426
5659,Attrited Customer,59,F,1,Graduate,Single,Less than $40K,Blue,49,3,4,3214
5660,Attrited Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,31,3,3,12906
5661,Attrited Customer,59,F,1,Graduate,Single,Unknown,Blue,49,4,6,8708
5662,Attrited Customer,52,M,2,Unknown,Married,$80K - $120K,Blue,41,4,3,7904
5663,Existing Customer,48,F,2,Doctorate,Divorced,Unknown,Blue,37,2,0,4549
5664,Attrited Customer,46,F,3,College,Married,Less than $40K,Blue,36,2,2,1438.3
5665,Existing Customer,49,F,3,High School,Married,Less than $40K,Blue,36,1,3,4476
5666,Existing Customer,44,F,3,College,Divorced,Unknown,Blue,38,3,2,2002
5667,Existing Customer,40,M,4,High School,Married,$80K - $120K,Blue,21,2,3,11502
5668,Attrited Customer,44,M,4,Doctorate,Married,$120K +,Blue,39,3,2,7924
5669,Existing Customer,39,M,1,Graduate,Single,$120K +,Blue,28,2,2,16199
5670,Existing Customer,43,M,2,Uneducated,Divorced,$80K - $120K,Blue,34,3,2,1452
5671,Attrited Customer,37,F,3,High School,Single,Unknown,Blue,18,1,3,2179
5672,Attrited Customer,35,M,3,Doctorate,Married,$80K - $120K,Blue,30,3,4,13590
5673,Attrited Customer,31,F,1,Unknown,Single,Less than $40K,Blue,20,1,2,1695
5674,Existing Customer,53,F,4,Graduate,Married,Less than $40K,Blue,46,3,3,4430
5675,Existing Customer,49,F,3,Graduate,Married,Less than $40K,Blue,35,3,3,2919
5676,Existing Customer,49,F,2,Graduate,Married,Less than $40K,Blue,39,3,3,2796
5677,Attrited Customer,41,F,2,Graduate,Married,Less than $40K,Blue,31,3,3,2580
5678,Existing Customer,43,M,1,High School,Single,$60K - $80K,Blue,31,3,2,2834
5679,Existing Customer,44,F,3,Unknown,Divorced,Less than $40K,Blue,24,1,2,2617
5680,Existing Customer,48,F,4,Graduate,Single,Less than $40K,Blue,41,3,2,1522
5681,Attrited Customer,41,M,4,Graduate,Unknown,$40K - $60K,Silver,32,2,4,16509
5682,Attrited Customer,40,M,4,High School,Unknown,$40K - $60K,Blue,32,2,3,7316
5683,Existing Customer,44,F,2,Uneducated,Single,Unknown,Blue,37,1,2,7627
5684,Existing Customer,44,M,3,Unknown,Married,$40K - $60K,Blue,36,2,3,9465
5685,Existing Customer,48,M,3,College,Married,Less than $40K,Blue,36,1,2,8795
5686,Attrited Customer,40,M,2,Unknown,Single,$60K - $80K,Blue,27,2,3,12283
5687,Existing Customer,34,F,2,College,Single,Less than $40K,Blue,20,2,3,2715
5688,Existing Customer,44,F,3,Unknown,Married,Unknown,Blue,25,1,3,19897
5689,Existing Customer,44,F,2,Uneducated,Single,Less than $40K,Blue,36,2,2,2097
5690,Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,30,2,2,3028
5691,Existing Customer,34,F,2,College,Single,Less than $40K,Blue,22,2,0,1695
5692,Attrited Customer,41,F,3,Graduate,Married,Less than $40K,Blue,33,3,5,1438.3
5693,Existing Customer,37,F,1,Graduate,Single,Less than $40K,Blue,28,3,3,1438.3
5694,Attrited Customer,55,M,2,Unknown,Divorced,$120K +,Blue,50,4,3,24250
5695,Existing Customer,49,F,2,Graduate,Single,Unknown,Blue,38,3,3,5076
5696,Existing Customer,40,F,2,Graduate,Single,Unknown,Blue,27,2,3,4438
5697,Existing Customer,36,F,3,College,Single,Less than $40K,Blue,36,2,3,1964
5698,Existing Customer,53,F,0,High School,Single,Less than $40K,Blue,44,1,1,1904
5699,Existing Customer,46,F,1,Graduate,Married,$40K - $60K,Blue,26,3,0,2933
5700,Existing Customer,55,F,0,Graduate,Single,Unknown,Blue,44,1,3,18202
5701,Existing Customer,47,M,5,Graduate,Married,$80K - $120K,Silver,36,3,1,34516
5702,Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,44,5,3,2421
5703,Existing Customer,44,F,2,Doctorate,Divorced,Less than $40K,Blue,34,1,2,2406
5704,Existing Customer,51,F,2,High School,Single,$40K - $60K,Blue,37,1,1,2621
5705,Existing Customer,34,F,0,Unknown,Married,Less than $40K,Blue,26,3,1,2291
5706,Existing Customer,46,F,4,High School,Unknown,$40K - $60K,Blue,38,2,0,3645
5707,Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,24,3,1,3375
5708,Existing Customer,47,M,3,Unknown,Single,$120K +,Blue,42,3,2,8856
5709,Existing Customer,36,F,5,Unknown,Single,Less than $40K,Blue,24,1,1,2980
5710,Existing Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,36,3,2,17656
5711,Attrited Customer,57,F,2,Uneducated,Single,Less than $40K,Blue,50,0,3,2475
5712,Existing Customer,46,F,4,High School,Single,Less than $40K,Blue,33,2,2,3942
5713,Existing Customer,57,F,1,Graduate,Single,Less than $40K,Blue,36,2,3,1771
5714,Attrited Customer,45,F,3,Graduate,Divorced,Unknown,Blue,37,2,6,17678
5715,Existing Customer,50,M,1,Graduate,Married,$120K +,Blue,43,5,3,20958
5716,Existing Customer,53,F,4,Graduate,Single,Less than $40K,Blue,46,1,2,4117
5717,Existing Customer,43,F,2,Graduate,Single,$40K - $60K,Silver,39,1,2,18524
5718,Existing Customer,36,M,4,Post-Graduate,Married,Less than $40K,Blue,26,1,1,2222
5719,Existing Customer,56,F,2,College,Married,Less than $40K,Blue,46,3,3,3119
5720,Existing Customer,46,M,3,College,Married,$40K - $60K,Blue,34,1,2,1611
5721,Attrited Customer,53,F,1,Graduate,Divorced,Less than $40K,Blue,44,3,3,4090
5722,Existing Customer,55,M,0,Unknown,Single,$60K - $80K,Blue,36,3,3,1467
5723,Existing Customer,52,F,1,Graduate,Married,$40K - $60K,Blue,46,1,2,2442
5724,Attrited Customer,53,F,1,High School,Married,$40K - $60K,Blue,44,3,3,1816
5725,Existing Customer,40,F,3,High School,Single,Less than $40K,Blue,27,3,3,1438.3
5726,Existing Customer,42,M,4,Graduate,Single,$60K - $80K,Blue,35,3,1,14958
5727,Attrited Customer,43,F,2,Graduate,Married,Unknown,Blue,25,2,4,21961
5728,Existing Customer,40,F,3,Uneducated,Single,Less than $40K,Blue,30,1,2,1625
5729,Existing Customer,49,F,0,Post-Graduate,Married,Less than $40K,Blue,36,3,3,3007
5730,Existing Customer,47,M,3,Unknown,Married,$120K +,Blue,28,2,2,11629
5731,Attrited Customer,42,F,2,Graduate,Unknown,Less than $40K,Blue,32,3,3,1507
5732,Existing Customer,45,F,3,High School,Single,Unknown,Blue,36,1,2,3111
5733,Existing Customer,60,M,1,Graduate,Single,$40K - $60K,Blue,54,3,3,1848
5734,Attrited Customer,44,F,1,Graduate,Single,$40K - $60K,Blue,38,2,5,4142
5735,Existing Customer,46,M,4,High School,Single,$80K - $120K,Blue,36,1,2,1438.3
5736,Existing Customer,45,F,4,Uneducated,Single,Less than $40K,Blue,39,2,3,2202
5737,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Blue,36,2,3,3591
5738,Attrited Customer,49,M,3,College,Married,$120K +,Blue,43,3,3,4781
5739,Existing Customer,58,F,0,Unknown,Married,Less than $40K,Blue,36,3,3,3832
5740,Existing Customer,53,M,3,High School,Married,$120K +,Blue,44,2,0,9025
5741,Existing Customer,44,M,2,Uneducated,Single,$40K - $60K,Blue,28,1,2,11627
5742,Existing Customer,61,F,1,College,Married,Unknown,Blue,46,2,2,5686
5743,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,40,1,3,2636
5744,Existing Customer,37,F,4,High School,Single,Less than $40K,Blue,36,2,3,1438.3
5745,Existing Customer,43,F,5,High School,Single,Less than $40K,Blue,33,2,2,4976
5746,Existing Customer,38,F,3,High School,Single,Unknown,Blue,24,3,3,13951
5747,Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,40,3,2,14370
5748,Existing Customer,60,M,1,High School,Single,$40K - $60K,Silver,49,2,2,21681
5749,Existing Customer,59,F,0,Post-Graduate,Single,$40K - $60K,Blue,40,3,3,2634
5750,Existing Customer,37,F,2,High School,Single,$40K - $60K,Blue,27,1,2,2204
5751,Existing Customer,48,F,1,Unknown,Unknown,$40K - $60K,Blue,36,1,3,2447
5752,Existing Customer,60,F,0,Unknown,Single,Unknown,Blue,36,3,2,3068
5753,Attrited Customer,48,F,3,Graduate,Single,Less than $40K,Blue,43,3,4,1502
5754,Existing Customer,39,F,3,Uneducated,Single,Unknown,Blue,25,3,3,4181
5755,Existing Customer,52,F,3,High School,Married,Less than $40K,Blue,48,2,2,3136
5756,Existing Customer,42,F,4,High School,Married,Less than $40K,Blue,35,2,2,4478
5757,Attrited Customer,60,F,1,Uneducated,Single,Unknown,Blue,50,6,3,7359
5758,Existing Customer,52,M,4,Graduate,Single,$40K - $60K,Blue,46,3,2,13090
5759,Existing Customer,44,F,1,High School,Married,$40K - $60K,Blue,35,2,2,6849
5760,Existing Customer,36,F,4,Uneducated,Married,Less than $40K,Blue,36,3,0,4228
5761,Existing Customer,49,F,3,Graduate,Married,$40K - $60K,Blue,36,3,2,5678
5762,Existing Customer,42,F,2,High School,Married,Less than $40K,Blue,31,5,2,3964
5763,Attrited Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,37,2,4,7970
5764,Existing Customer,36,F,0,College,Unknown,Unknown,Blue,26,3,3,4692
5765,Attrited Customer,45,F,3,Uneducated,Divorced,Less than $40K,Blue,32,2,2,1942
5766,Attrited Customer,40,M,4,Graduate,Divorced,$40K - $60K,Blue,28,2,3,5821
5767,Existing Customer,48,F,4,Post-Graduate,Unknown,Less than $40K,Blue,43,1,3,2357
5768,Existing Customer,54,F,0,Unknown,Married,Unknown,Blue,36,1,2,8294
5769,Existing Customer,32,F,3,Post-Graduate,Married,$40K - $60K,Blue,26,3,3,3174
5770,Existing Customer,34,F,3,Uneducated,Single,Less than $40K,Blue,36,3,3,1438.3
5771,Existing Customer,46,F,2,College,Divorced,Less than $40K,Blue,31,1,2,1852
5772,Attrited Customer,47,M,3,Uneducated,Single,$40K - $60K,Blue,39,3,1,1809
5773,Existing Customer,48,F,1,Graduate,Divorced,$40K - $60K,Blue,38,1,2,3503
5774,Existing Customer,52,M,5,Doctorate,Single,$40K - $60K,Silver,39,2,2,17835
5775,Existing Customer,45,M,2,Uneducated,Married,$120K +,Blue,36,2,3,3383
5776,Existing Customer,46,F,4,Unknown,Single,Less than $40K,Blue,39,2,3,7128
5777,Existing Customer,36,F,1,Graduate,Married,Less than $40K,Blue,22,2,3,1438.3
5778,Existing Customer,42,F,3,High School,Married,Less than $40K,Blue,33,3,2,3815
5779,Existing Customer,39,F,3,Graduate,Married,Less than $40K,Blue,27,3,2,1902
5780,Existing Customer,43,F,1,Uneducated,Divorced,Less than $40K,Blue,36,2,3,2077
5781,Attrited Customer,48,F,2,Doctorate,Married,Less than $40K,Blue,36,3,4,2514
5782,Existing Customer,56,M,4,High School,Single,$80K - $120K,Blue,40,3,3,34516
5783,Existing Customer,45,F,5,Graduate,Single,Less than $40K,Blue,38,3,0,2144
5784,Existing Customer,65,F,0,High School,Single,Less than $40K,Blue,56,3,2,5951
5785,Existing Customer,54,F,3,High School,Divorced,Unknown,Blue,36,5,3,4806
5786,Existing Customer,42,F,3,Graduate,Single,Unknown,Blue,34,3,3,16612
5787,Existing Customer,53,F,1,Graduate,Married,$40K - $60K,Blue,47,2,2,2799
5788,Existing Customer,63,M,0,Unknown,Single,$40K - $60K,Silver,54,3,3,18064
5789,Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,34,1,3,2560
5790,Existing Customer,42,F,3,Uneducated,Married,Less than $40K,Blue,36,2,2,5821
5791,Existing Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,36,3,2,2057
5792,Existing Customer,49,F,5,High School,Divorced,Less than $40K,Blue,42,2,3,1972
5793,Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,36,2,3,2675
5794,Existing Customer,48,M,3,Graduate,Married,$40K - $60K,Blue,33,1,2,6223
5795,Existing Customer,44,F,4,High School,Single,Unknown,Blue,37,3,3,7632
5796,Existing Customer,55,F,1,Unknown,Unknown,Less than $40K,Blue,36,2,1,3258
5797,Existing Customer,46,M,3,High School,Single,$60K - $80K,Silver,29,3,3,34516
5798,Existing Customer,49,F,1,High School,Divorced,$40K - $60K,Blue,43,3,2,3054
5799,Existing Customer,35,F,2,Doctorate,Single,Less than $40K,Blue,30,1,1,1438.3
5800,Attrited Customer,50,M,3,Uneducated,Single,$120K +,Blue,36,2,3,7970
5801,Attrited Customer,55,F,1,Unknown,Single,Less than $40K,Blue,36,2,3,1836
5802,Existing Customer,47,M,3,Graduate,Unknown,$120K +,Blue,36,2,3,9397
5803,Existing Customer,60,F,0,Uneducated,Married,Less than $40K,Blue,36,2,3,1601
5804,Existing Customer,45,M,4,High School,Married,$80K - $120K,Blue,36,2,3,34516
5805,Existing Customer,51,F,1,High School,Married,Less than $40K,Blue,43,1,3,1822
5806,Existing Customer,41,M,4,High School,Married,Less than $40K,Blue,30,2,2,1614
5807,Existing Customer,54,F,4,Unknown,Married,Less than $40K,Blue,41,2,0,1491
5808,Existing Customer,28,F,1,Graduate,Divorced,Less than $40K,Blue,23,1,3,2543
5809,Existing Customer,50,F,2,College,Divorced,Less than $40K,Blue,36,2,3,3462
5810,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,36,3,1,1699
5811,Attrited Customer,46,F,3,Graduate,Married,Unknown,Blue,40,4,3,13095
5812,Existing Customer,47,M,5,Unknown,Single,$60K - $80K,Blue,32,2,3,8823
5813,Existing Customer,48,M,1,Uneducated,Married,$60K - $80K,Blue,42,1,1,4429
5814,Attrited Customer,58,F,4,High School,Married,Unknown,Blue,48,4,3,5396
5815,Existing Customer,65,F,0,High School,Single,$40K - $60K,Blue,53,1,3,2418
5816,Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,47,2,3,2086
5817,Attrited Customer,48,F,3,Graduate,Single,$40K - $60K,Blue,41,3,3,1899
5818,Existing Customer,43,M,5,Graduate,Single,$40K - $60K,Blue,31,1,2,7564
5819,Existing Customer,41,M,2,Graduate,Married,$60K - $80K,Blue,31,2,2,13116
5820,Existing Customer,35,F,4,Doctorate,Married,Less than $40K,Blue,36,1,3,1438.3
5821,Existing Customer,48,F,3,High School,Married,Less than $40K,Blue,36,1,2,3716
5822,Existing Customer,50,F,1,Unknown,Married,Less than $40K,Blue,36,5,3,3069
5823,Attrited Customer,51,F,1,High School,Single,Less than $40K,Blue,33,3,3,2006
5824,Existing Customer,45,F,4,High School,Married,$40K - $60K,Blue,36,2,1,2948
5825,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,38,2,3,1438.3
5826,Existing Customer,35,F,1,Uneducated,Married,Less than $40K,Blue,36,2,3,1438.3
5827,Existing Customer,58,F,3,Graduate,Married,$40K - $60K,Blue,46,3,1,4669
5828,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Silver,35,2,2,13994
5829,Attrited Customer,57,M,2,Graduate,Single,$120K +,Blue,51,5,3,8760
5830,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,36,2,2,1688
5831,Existing Customer,46,F,2,College,Married,Unknown,Blue,27,3,3,9881
5832,Existing Customer,39,M,4,Graduate,Single,$60K - $80K,Blue,26,2,0,4534
5833,Existing Customer,57,F,4,Uneducated,Single,Less than $40K,Blue,51,3,3,3545
5834,Existing Customer,57,F,2,College,Single,Less than $40K,Blue,49,2,2,1857
5835,Existing Customer,56,F,4,Uneducated,Single,Unknown,Blue,51,1,1,3334
5836,Attrited Customer,55,F,3,Unknown,Single,$40K - $60K,Blue,32,3,4,2496
5837,Existing Customer,41,F,3,College,Married,Less than $40K,Blue,37,1,2,1438.3
5838,Attrited Customer,45,F,4,Doctorate,Married,Less than $40K,Blue,27,2,2,1438.3
5839,Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,46,2,2,9357
5840,Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue,36,2,3,2423
5841,Existing Customer,45,F,1,Graduate,Single,$40K - $60K,Blue,36,2,2,1936
5842,Existing Customer,43,M,1,Graduate,Divorced,$60K - $80K,Blue,25,3,3,1783
5843,Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,36,1,2,1438.3
5844,Existing Customer,56,F,2,Graduate,Single,Less than $40K,Blue,46,1,3,1438.3
5845,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Silver,36,3,2,10580
5846,Existing Customer,54,F,2,Unknown,Single,Less than $40K,Blue,48,3,2,4597
5847,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,44,2,3,1656
5848,Existing Customer,39,F,0,High School,Single,Less than $40K,Blue,23,3,2,3279
5849,Existing Customer,49,F,3,College,Married,$40K - $60K,Blue,44,2,3,2578
5850,Existing Customer,44,F,4,Graduate,Married,$40K - $60K,Blue,30,3,3,4068
5851,Attrited Customer,42,F,4,Graduate,Married,Less than $40K,Blue,36,2,3,2128
5852,Attrited Customer,45,F,2,Doctorate,Married,Less than $40K,Blue,31,3,4,2704
5853,Existing Customer,38,F,3,Post-Graduate,Unknown,Less than $40K,Blue,29,1,0,1878
5854,Existing Customer,46,F,3,College,Married,Unknown,Blue,40,3,3,10600
5855,Attrited Customer,58,F,0,Uneducated,Divorced,Less than $40K,Blue,36,2,6,9909
5856,Existing Customer,57,F,1,Graduate,Married,Less than $40K,Blue,50,2,3,1665
5857,Attrited Customer,50,M,1,Graduate,Divorced,$120K +,Blue,42,3,2,1656
5858,Existing Customer,53,M,1,High School,Unknown,$80K - $120K,Blue,36,3,4,14111
5859,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,42,2,3,2012
5860,Existing Customer,43,F,2,Post-Graduate,Married,Less than $40K,Blue,31,1,1,2837
5861,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,28,2,2,1709
5862,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,31,2,1,5714
5863,Existing Customer,41,M,3,Unknown,Married,$60K - $80K,Blue,32,1,3,5071
5864,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,44,3,3,24028
5865,Existing Customer,31,F,2,Post-Graduate,Unknown,Unknown,Blue,13,3,3,13882
5866,Existing Customer,49,F,3,Graduate,Unknown,$40K - $60K,Blue,41,2,2,3585
5867,Existing Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,34,2,2,9124
5868,Existing Customer,45,F,4,Graduate,Married,Unknown,Blue,35,2,2,2705
5869,Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,1936
5870,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,41,2,3,8051
5871,Existing Customer,36,F,1,Graduate,Married,$40K - $60K,Blue,36,1,3,3635
5872,Existing Customer,46,F,1,High School,Married,Less than $40K,Blue,37,2,2,2532
5873,Existing Customer,54,F,4,Unknown,Married,Less than $40K,Blue,41,1,3,2028
5874,Attrited Customer,42,F,4,Doctorate,Married,Less than $40K,Blue,24,2,3,4304
5875,Existing Customer,46,F,3,Graduate,Unknown,Unknown,Blue,39,1,2,6644
5876,Existing Customer,45,F,5,Uneducated,Married,Less than $40K,Blue,33,1,3,1830
5877,Existing Customer,37,M,2,Uneducated,Married,$120K +,Blue,23,3,3,7607
5878,Attrited Customer,55,F,3,Graduate,Single,Less than $40K,Blue,36,3,5,2060
5879,Existing Customer,49,F,2,High School,Single,Less than $40K,Blue,40,2,2,1438.3
5880,Existing Customer,41,M,4,High School,Single,$60K - $80K,Blue,28,3,3,3126
5881,Existing Customer,47,F,4,Post-Graduate,Single,$40K - $60K,Blue,27,6,3,6885
5882,Attrited Customer,42,M,4,High School,Unknown,$60K - $80K,Blue,36,3,4,1871
5883,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,17,2,3,2787
5884,Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,45,3,2,1867
5885,Attrited Customer,41,F,3,Unknown,Married,Less than $40K,Blue,32,2,3,1438.3
5886,Attrited Customer,47,F,4,Graduate,Single,Less than $40K,Blue,40,4,3,2473
5887,Existing Customer,40,M,4,Post-Graduate,Single,$40K - $60K,Blue,30,3,2,4640
5888,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,29,3,0,2712
5889,Attrited Customer,46,F,3,Graduate,Unknown,Unknown,Blue,30,2,1,8869
5890,Attrited Customer,51,F,4,Graduate,Married,Unknown,Blue,41,3,5,3853
5891,Existing Customer,53,F,3,College,Married,Less than $40K,Blue,43,2,3,1438.3
5892,Attrited Customer,50,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,36,2,3,14409
5893,Attrited Customer,59,F,1,High School,Single,$40K - $60K,Blue,36,3,3,1665
5894,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,31,1,3,2639
5895,Existing Customer,59,F,2,High School,Married,Less than $40K,Blue,48,1,1,2338
5896,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,40,3,0,2774
5897,Existing Customer,57,F,1,College,Single,Unknown,Blue,46,1,1,4283
